7575,# doc = filename.2.txt,,,,,,,,,,,,,,,,
7576,# speaker = Катя,,,,,,,,,,,,,,,,
7577,# sent = 652,,,,,,,,,,,,,,,,
7836,,Ну,НУ,PART,,,".   _Ну_ , их стили",у,н,,,,,PART,НУ,PART,У
7837,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7838,,их,ОНИ,SPRO pl - - gen,,," Ну , _их_ стили игры очень",х,и,,,,,SPRO,ОНИ,SPRO pl - - acc,И
7839,,стили,СТИЛЬ,S m inan nom pl,,,"Ну , их _стили_ игры очень похожи",и,л,и,т,с,,S,СТИЛЬ,S m inan nom pl,Ь
7840,,игры,ИГРА,S f inan gen sg,,,", их стили _игры_ очень похожи ,",ы,р,г,и,,,S,ИГРА,S f inan gen sg,А
7841,,очень,ОЧЕНЬ,ADV -,,,"их стили игры _очень_ похожи , ",ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Ь
7842,,похожи,ПОХОЖИЙ,A - - pl brev - -,,,"стили игры очень _похожи_ ,  Ноо",и,ж,о,х,о,п,A,ПОХОЖИЙ,A - - pl brev - -,Й
7843,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7844,"<distinct form=""",,,,,,,,,,,,,,,,
7845,<dist>,Ноо,,,,,,,,,,,,,,,
7846,""">",,,,,,,,,,,,,,,,
7847,,Но,НО,CONJ,,," Ноо  _Но_  всё-таки ,",о,н,,,,,CONJ,НО,CONJ,О
7848,</distinct>,,,,,,,,,,,,,,,,
7849,,всё-таки,ВСЕ-ТАКИ,PART,,," Но  _всё-таки_ , ну ,",и,к,а,т,-,ё,PART,ВСЕ-ТАКИ,PART,И
7850,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7851,,ну,НУ,PART,,," всё-таки , _ну_ , Джордан стал",у,н,,,,,PART,НУ,PART,У
7852,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7853,,Джордан,ДЖОРДАН,S m anim nom sg persn,,,", ну , _Джордан_ стал ... ",н,а,д,р,о,ж,S,ДЖОРДАН,S m anim nom sg,Н
7854,,стал,СТАТЬ,V pf praet sg indic m 3p,,,"ну , Джордан _стал_ ...  ",л,а,т,с,,,V,СТАТЬ,V pf praet sg indic m -,Ь
7855,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
7856,,,,,,,,,,,,,,,,,
7857,# sent = 677,,,,,,,,,,,,,,,,
7858,,Эээ,ЭЭЭ,NONLEX,,,...   _Эээ_ ...  ,э,э,э,,,,NONLEX,ЭЭЭ,NONLEX,Э
7859,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
7860,,,,,,,,,,,,,,,,,
7861,# sent = 678,,,,,,,,,,,,,,,,
7862,,Как бы,Как бы,PART,,,"...   _Как бы_ , нововведением в",ы,б, ,к,а,к,PART,Как бы,ADV -,ы
7863,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7864,,нововведением,НОВОВВЕДЕНИЕ,S n inan ins sg,,," Как бы , _нововведением_ в баскетболе .",м,е,и,н,е,д,S,НОВОВВЕДЕНИЕ,S n inan ins sg,Е
7865,,в,В,PR,,,"Как бы , нововведением _в_ баскетболе . ",в,,,,,,PR,В,PR,В
7866,,баскетболе,БАСКЕТБОЛ,S m inan loc sg,,,", нововведением в _баскетболе_ .  ",е,л,о,б,т,е,S,БАСКЕТБОЛ,S m inan loc sg,Л
7867,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
7868,,,,,,,,,,,,,,,,,
7869,# sent = 679,,,,,,,,,,,,,,,,
7870,,Он,ОН,SPRO sg 3p m nom,,,".   _Он_ привёл его ,",н,о,,,,,SPRO,ОН,SPRO sg 3p m nom,Н
7871,,привёл,ПРИВЕСТИ,V pf praet sg indic m -,,,"  Он _привёл_ его , как бы",л,ё,в,и,р,п,V,ПРИВЕСТИ,V pf praet sg indic m -,И
7872,,его,ОН,SPRO sg 3p m acc,,," Он привёл _его_ , как бы ,",о,г,е,,,,SPRO,ОН,SPRO sg 3p m acc,Н
7873,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7874,,как бы,как бы,PART,,,"привёл его , _как бы_ , на новый",ы,б, ,к,а,к,PART,как бы,ADV -,ы
7875,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7876,,на,НА,PR,,,", как бы , _на_ новый уровень .",а,н,,,,,PR,НА,PR,А
7877,,новый,НОВЫЙ,A - acc sg plen m inan,,,"как бы , на _новый_ уровень . ",й,ы,в,о,н,,A,НОВЫЙ,A - acc sg plen m inan,Й
7878,,уровень,УРОВЕНЬ,S m inan acc sg,,,", на новый _уровень_ .  ",ь,н,е,в,о,р,S,УРОВЕНЬ,S m inan acc sg,Ь
7879,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
7880,,,,,,,,,,,,,,,,,
7881,# sent = 680,,,,,,,,,,,,,,,,
7882,,Когда-то,КОГДА-ТО,ADV -,,,.   _Когда-то_ баскетбол был совсем,о,т,-,а,д,г,ADV,КОГДА-ТО,ADV -,О
7883,,баскетбол,БАСКЕТБОЛ,S m inan nom sg,,,  Когда-то _баскетбол_ был совсем иной,л,о,б,т,е,к,S,БАСКЕТБОЛ,S m inan acc sg,Л
7884,,был,БЫТЬ,V ipf praet sg indic m -,,, Когда-то баскетбол _был_ совсем иной игрой,л,ы,б,,,,V,БЫТЬ,V ipf praet sg indic m -,Ь
7885,,совсем,СОВСЕМ,ADV -,,,Когда-то баскетбол был _совсем_ иной игрой ...,м,е,с,в,о,с,ADV,СОВСЕМ,ADV -,М
7886,,иной,ИНОЙ,APRO - ins sg plen f -,,,баскетбол был совсем _иной_ игрой ... ,й,о,н,и,,,APRO,ИНОЙ,A - acc sg plen m inan,Й
7887,,игрой,ИГРА,S f inan ins sg,,,был совсем иной _игрой_ ...  ,й,о,р,г,и,,S,ИГРА,S f inan ins sg,А
7888,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
7889,,,,,,,,,,,,,,,,,
7890,# sent = 681,,,,,,,,,,,,,,,,
7891,"<distinct form=""",,,,,,,,,,,,,,,,
7892,<dist>,Ааа,,,,,,,,,,,,,,,
7893,<dist>,...,,,,,,,,,,,,,,,
7894,<dist>,Ааа,,,,,,,,,,,,,,,
7895,""">",,,,,,,,,,,,,,,,
7896,,А,А,CONJ,,,"... Ааа  _А_  Джордан ,",а,,,,,,CONJ,А,S - - nonflex -,А
7897,</distinct>,,,,,,,,,,,,,,,,
7898,,Джордан,ДЖОРДАН,S m anim nom sg persn,,," А  _Джордан_ , получается ,",н,а,д,р,о,ж,S,ДЖОРДАН,S m anim nom sg,Н
7899,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7900,,получается,ПОЛУЧАТЬСЯ,V ipf praes sg indic - 3p,,," Джордан , _получается_ , привёл в",я,с,т,е,а,ч,V,ПОЛУЧАТЬСЯ,V ipf praes sg indic - 3p,Я
7901,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7902,,привёл,ПРИВЕСТИ,V pf praet sg indic m -,,,", получается , _привёл_ в неё скорость",л,ё,в,и,р,п,V,ПРИВЕСТИ,V pf praet sg indic m -,И
7903,,в,В,PR,,,"получается , привёл _в_ неё скорость ,",в,,,,,,PR,В,PR,В
7904,,неё,ОНА,SPRO sg 3p f acc,,,", привёл в _неё_ скорость , больше",ё,е,н,,,,SPRO,ОНА,SPRO sg 3p f acc,А
7905,,скорость,СКОРОСТЬ,S f inan nom sg,,,"привёл в неё _скорость_ , больше агрессии",ь,т,с,о,р,о,S,СКОРОСТЬ,S f inan nom sg,Ь
7906,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7907,,больше,МНОГО,ADV comp,,,"неё скорость , _больше_ агрессии . ",е,ш,ь,л,о,б,ADV,МНОГО,ADV comp,О
7908,,агрессии,АГРЕССИЯ,S f inan gen sg,,,"скорость , больше _агрессии_ .  ",и,и,с,с,е,р,S,АГРЕССИЯ,S f inan gen sg,Я
7909,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
7910,,,,,,,,,,,,,,,,,
7911,# sent = 682,,,,,,,,,,,,,,,,
7912,,И,И,CONJ,,,".   _И_ все игроки ,",и,,,,,,CONJ,И,CONJ,И
7913,,все,ВЕСЬ,APRO - nom pl plen - -,,,"  И _все_ игроки , которые",е,с,в,,,,APRO,ВЕСЬ,A - nom pl plen - -,Ь
7914,,игроки,ИГРОК,S m anim nom pl,,," И все _игроки_ , которые играли",и,к,о,р,г,и,S,ИГРОК,S m anim nom pl,К
7915,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7916,,которые,КОТОРЫЙ,APRO - nom pl plen - -,,,"все игроки , _которые_ играли против него",е,ы,р,о,т,о,APRO,КОТОРЫЙ,A - nom pl plen - -,Й
7917,,играли,ИГРАТЬ,V ipf praet pl indic - -,,,"игроки , которые _играли_ против него ,",и,л,а,р,г,и,V,ИГРАТЬ,V ipf praet pl indic - -,Ь
7918,,против,ПРОТИВ,PR,,,", которые играли _против_ него , говорили",в,и,т,о,р,п,PR,ПРОТИВ,PR,В
7919,,него,ОН,SPRO sg 3p m gen,,,"которые играли против _него_ , говорили ,",о,г,е,н,,,SPRO,ОН,SPRO sg 3p m acc,Н
7920,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7921,,говорили,ГОВОРИТЬ,V ipf praet pl indic - -,,,"против него , _говорили_ ,  чтооо",и,л,и,р,о,в,V,ГОВОРИТЬ,V ipf praet pl indic - -,Ь
7922,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7923,"<distinct form=""",,,,,,,,,,,,,,,,
7924,<dist>,чтооо,,,,,,,,,,,,,,,
7925,""">",,,,,,,,,,,,,,,,
7926,,что,ЧТО,CONJ,,, чтооо  _что_  он достаточно,о,т,ч,,,,ADV,ЧТО,ADV -,О
7927,</distinct>,,,,,,,,,,,,,,,,
7928,,он,ОН,SPRO sg 3p m nom,,, что  _он_ достаточно жёстко против,н,о,,,,,SPRO,ОН,SPRO sg 3p m nom,Н
7929,,достаточно,ДОСТАТОЧНО,ADV -,,,что  он _достаточно_ жёстко против них,о,н,ч,о,т,а,ADV,ДОСТАТОЧНО,ADV -,О
7930,,жёстко,ЖЕСТКО,ADV -,,, он достаточно _жёстко_ против них обороняется,о,к,т,с,ё,ж,ADV,ЖЕСТКО,ADV -,О
7931,,против,ПРОТИВ,PR,,,он достаточно жёстко _против_ них обороняется ...,в,и,т,о,р,п,PR,ПРОТИВ,PR,В
7932,,них,ОНИ,SPRO pl - - loc,,,достаточно жёстко против _них_ обороняется ... ,х,и,н,,,,SPRO,ОНИ,SPRO pl - - loc,И
7933,,обороняется,ОБОРОНЯТЬСЯ,V ipf praes sg indic - 3p,,,жёстко против них _обороняется_ ...  ,я,с,т,е,я,н,V,ОБОРОНЯТЬСЯ,V ipf praes sg indic - 3p,Я
7934,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
7935,,,,,,,,,,,,,,,,,
7936,# sent = 683,,,,,,,,,,,,,,,,
7937,"<distinct form=""",,,,,,,,,,,,,,,,
7938,<dist>,Иии,,,,,,,,,,,,,,,
7939,""">",,,,,,,,,,,,,,,,
7940,,И,И,CONJ,,, Иии  _И_  ... ,и,,,,,,CONJ,И,S - - nonflex -,И
7941,</distinct>,,,,,,,,,,,,,,,,
7942,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
7943,,,,,,,,,,,,,,,,,
7944,# sent = 684,,,,,,,,,,,,,,,,
7945,,Ну,НУ,PART,,,"...   _Ну_ , против него",у,н,,,,,PART,НУ,PART,У
7946,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7947,,против,ПРОТИВ,PR,,," Ну , _против_ него , короче",в,и,т,о,р,п,PR,ПРОТИВ,PR,В
7948,,него,ОН,SPRO sg 3p m gen,,,"Ну , против _него_ , короче ,",о,г,е,н,,,SPRO,ОН,SPRO sg 3p m acc,Н
7949,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7950,,короче,КОРОТКИЙ,A comp - - plen - -,,,"против него , _короче_ , боялись все",е,ч,о,р,о,к,A,КОРОТКИЙ,A comp - - plen - -,Й
7951,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7952,,боялись,БОЯТЬСЯ,V ipf praet pl indic - -,,,", короче , _боялись_ все играть ,",ь,с,и,л,я,о,V,БОЯТЬСЯ,V ipf praet pl indic - -,Я
7953,,все,ВСЕ,S - - nom pl,,,"короче , боялись _все_ играть , поэтому",е,с,в,,,,S,ВСЕ,S - - nom pl,Е
7954,,играть,ИГРАТЬ,V ipf - - inf - -,,,", боялись все _играть_ , поэтому ...",ь,т,а,р,г,и,V,ИГРАТЬ,V ipf - - inf - -,Ь
7955,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7956,,поэтому,ПОЭТОМУ,ADV -,,,"все играть , _поэтому_ ...  ",у,м,о,т,э,о,ADV,ПОЭТОМУ,ADV -,У
7957,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
7958,,,,,,,,,,,,,,,,,
7959,# sent = 685,,,,,,,,,,,,,,,,
7960,# speaker = Макс,,,,,,,,,,,,,,,,
7961,# sent = 686,,,,,,,,,,,,,,,,
7962,,Сейчас,СЕЙЧАС,ADV -,,,   _Сейчас_ же мой кумир,с,а,ч,й,е,с,ADV,СЕЙЧАС,ADV -,С
7963,,же,ЖЕ,PART,,,  Сейчас _же_ мой кумир -,е,ж,,,,,PART,ЖЕ,PART,Е
7964,,мой,МОЙ,APRO - nom sg plen m -,,, Сейчас же _мой_ кумир - это,й,о,м,,,,APRO,МОЙ,A - nom sg plen m -,Й
7965,,кумир,КУМИР,S m anim nom sg,,,Сейчас же мой _кумир_ - это Коби,р,и,м,у,к,,S,КУМИР,S m anim nom sg,Р
7966,,-,-,PUNCT,,,,,,,,,,PUNCT,,,
7967,,это,ЭТО,SPRO n - nom sg,,,мой кумир - _это_ Коби Брайант .,о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
7968,,Коби,КОБИ,S m anim nom sg persn,,,кумир - это _Коби_ Брайант . ,и,б,о,к,,,S,КОБИ,S m anim nonflex -,И
7969,,Брайант,БРАЙАНТ,S m anim nom sg, famn,,- это Коби _Брайант_ .  ,т,н,а,й,а,р,S,БРАЙАНТ,S m anim nom sg,Т
7970,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
7971,,,,,,,,,,,,,,,,,
7972,# sent = 687,,,,,,,,,,,,,,,,
7973,,Его,ЕГО,APRO,,,.   _Его_ игра очень похожа,о,г,е,,,,APRO,ЕГО,A - nonflex - plen - -,О
7974,,игра,ИГРА,S f inan nom sg,,,  Его _игра_ очень похожа на,а,р,г,и,,,S,ИГРА,S f inan nom sg,А
7975,,очень,ОЧЕНЬ,ADV -,,, Его игра _очень_ похожа на игру,ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Ь
7976,,похожа,ПОХОЖИЙ,A - - sg brev f -,,,Его игра очень _похожа_ на игру Джордана,а,ж,о,х,о,п,A,ПОХОЖИЙ,A - - sg brev f -,Й
7977,,на,НА,PR,,,"игра очень похожа _на_ игру Джордана ,",а,н,,,,,PR,НА,PR,А
7978,,игру,ИГРА,S f inan acc sg,,,"очень похожа на _игру_ Джордана , но",у,р,г,и,,,S,ИГРА,S f inan acc sg,А
7979,,Джордана,ДЖОРДАН,S m anim gen sg persn,,,"похожа на игру _Джордана_ , но Коби",а,н,а,д,р,о,S,ДЖОРДАН,S m anim gen sg,Н
7980,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
7981,,но,НО,CONJ,,,"игру Джордана , _но_ Коби еще более",о,н,,,,,CONJ,НО,CONJ,О
7982,,Коби,КОБИ,S m anim nom sg persn,,,"Джордана , но _Коби_ еще более агрессивный",и,б,о,к,,,S,КОБИ,S m anim nonflex -,И
7983,,еще,ЕЩЕ,ADV -,,,", но Коби _еще_ более агрессивный .",е,щ,е,,,,ADV,ЕЩЕ,ADV -,Е
7984,,более,БОЛЕЕ,ADV -,,,но Коби еще _более_ агрессивный . ,е,е,л,о,б,,ADV,БОЛЕЕ,ADV -,Е
7985,,агрессивный,АГРЕССИВНЫЙ,A - nom sg plen m -,,,Коби еще более _агрессивный_ .  ,й,ы,н,в,и,с,A,АГРЕССИВНЫЙ,A - nom sg plen m -,Й
7986,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
7987,,,,,,,,,,,,,,,,,
7988,# sent = 688,,,,,,,,,,,,,,,,
7989,"<distinct form=""",,,,,,,,,,,,,,,,
7990,<dist>,Иии,,,,,,,,,,,,,,,
7991,""">",,,,,,,,,,,,,,,,
7992,,И,И,CONJ,,, Иии  _И_  когда Джоржан,и,,,,,,CONJ,И,S - - nonflex -,И
7993,</distinct>,,,,,,,,,,,,,,,,
7994,,когда,КОГДА,ADV -,,, И  _когда_ Джоржан говорил с,а,д,г,о,к,,ADV,КОГДА,ADV -,А
7995,,Джордан,ДЖОРДАН,S m anim nom sg persn,,,И  когда _Джоржан_ говорил с кем,н,а,ж,р,о,ж,S,ДЖОРЖАНИН,S m anim nom sg,Н
7996,,говорил,ГОВОРИТЬ,V ipf praet sg indic m -,,, когда Джоржан _говорил_ с кем бы,л,и,р,о,в,о,V,ГОВОРИТЬ,V ipf praet sg indic m -,Ь
7997,,с,С,PR,,,когда Джоржан говорил _с_ кем бы он,с,,,,,,PR,С,PR,С
7998,,кем,КТО,SPRO m anim ins sg,,,Джоржан говорил с _кем_ бы он хотел,м,е,к,,,,S,КТО,S m - ins sg,О
7999,,бы,БЫ,PART,,,говорил с кем _бы_ он хотел сыграть,ы,б,,,,,PART,БЫ,PART,Ы
8000,,он,ОН,SPRO sg 3p m nom,,,"с кем бы _он_ хотел сыграть ,",н,о,,,,,SPRO,ОН,SPRO sg 3p m nom,Н
8001,,хотел,ХОТЕТЬ,V ipf praet sg indic m 3p,,,"кем бы он _хотел_ сыграть , то",л,е,т,о,х,,V,ХОТЕТЬ,V ipf praet sg indic m -,Ь
8002,,сыграть,СЫГРАТЬ,V pf - - inf - -,,,"бы он хотел _сыграть_ , то он",ь,т,а,р,г,ы,V,СЫГРАТЬ,V pf - - inf - -,Ь
8003,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
8004,,то,ТО,CONJ,,,"хотел сыграть , _то_ он говорил ,",о,т,,,,,CONJ,ТО,CONJ,О
8005,,он,ОН,SPRO sg 3p m nom,,,"сыграть , то _он_ говорил , что",н,о,,,,,SPRO,ОН,SPRO sg 3p m nom,Н
8006,,говорил,ГОВОРИТЬ,V ipf praet sg indic m -,,,", то он _говорил_ , что :",л,и,р,о,в,о,V,ГОВОРИТЬ,V ipf praet sg indic m -,Ь
8007,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
8008,,что,ЧТО,CONJ,,,"он говорил , _что_ : "" Я",о,т,ч,,,,CONJ,ЧТО,CONJ,О
8009,,:,:,PUNCT,,,,,,,,,,PUNCT,,,
8010,,"""","""",PUNCT,,,,,,,,,,PUNCT,,,
8011,,Я,Я,SPRO sg 1p - nom,,,"что : "" _Я_ хотел бы сыграть",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
8012,,хотел,ХОТЕТЬ,V ipf praet sg indic m 1p,,,": "" Я _хотел_ бы сыграть с",л,е,т,о,х,,V,ХОТЕТЬ,V ipf praet sg indic m -,Ь
8013,,бы,БЫ,PART,,,""" Я хотел _бы_ сыграть с Коби",ы,б,,,,,PART,БЫ,PART,Ы
8014,,сыграть,СЫГРАТЬ,V pf - - inf - -,,,"Я хотел бы _сыграть_ с Коби ,",ь,т,а,р,г,ы,V,СЫГРАТЬ,V pf - - inf - -,Ь
8015,,с,С,PR,,,"хотел бы сыграть _с_ Коби , проверить",с,,,,,,PR,С,PR,С
8016,,Коби,КОБИ,S m anim ins sg persn,,,"бы сыграть с _Коби_ , проверить кто",и,б,о,к,,,S,КОБИ,S f inan nonflex -,И
8017,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
8018,,проверить,ПРОВЕРИТЬ,V pf - - inf - -,,,"с Коби , _проверить_ кто из нас",ь,т,и,р,е,в,V,ПРОВЕРИТЬ,V pf - - inf - -,Ь
8019,,кто,КТО,SPRO m anim nom sg,,,"Коби , проверить _кто_ из нас сильнее",о,т,к,,,,S,КТО,S m - nom sg,О
8020,,из,ИЗ,PR,,,", проверить кто _из_ нас сильнее """,з,и,,,,,PR,ИЗ,PR,З
8021,,нас,МЫ,SPRO pl - - loc,,,"проверить кто из _нас_ сильнее "" .",с,а,н,,,,SPRO,МЫ,SPRO pl 1p - loc,Ы
8022,,сильнее,СИЛЬНЫЙ,ADV comp,,,"кто из нас _сильнее_ "" . ",е,е,н,ь,л,и,ADV,СИЛЬНО,ADV comp,Й
8023,,"""","""",PUNCT,,,,,,,,,,PUNCT,,,
8024,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
8025,,,,,,,,,,,,,,,,,
8026,# sent = 689,,,,,,,,,,,,,,,,
8027,,Но,НО,CONJ,,,.   _Но_ Коби так и не,о,н,,,,,CONJ,НО,CONJ,О
8028,,Коби,КОБИ,S m anim nom sg,,,  Но _Коби_ так и не свелось,и,б,о,к,,,S,КОБИ,S m anim nonflex -,И
8029,,так и,так и,CONJ,,, Но Коби _так и_ не свелось с,и, ,к,а,т,,CONJ,так и,CONJ,и
8030,,не,НЕ,PART,,,Но Коби так и _не_ свелось с ним,е,н,,,,,PART,НЕ,PART,Е
8031,,свелось,СВЕСТИСЬ,V pf praet sg indic n -,,,Коби так и не _свелось_ с ним сыграть,ь,с,о,л,е,в,V,СВЕСТИСЬ,V pf praet sg indic n -,Ь
8032,,с,С,PR,,,так и не свелось _с_ ним сыграть .,с,,,,,,PR,С,PR,С
8033,,ним,ОН,SPRO sg 3p m ins,,,не свелось с _ним_ сыграть . ,м,и,н,,,,SPRO,ОН,SPRO sg 3p m ins,Н
8034,,сыграть,СЫГРАТЬ,V pf - - inf - -,,,свелось с ним _сыграть_ .  ,ь,т,а,р,г,ы,V,СЫГРАТЬ,V pf - - inf - -,Ь
8035,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
8036,,,,,,,,,,,,,,,,,
8037,# sent = 690,,,,,,,,,,,,,,,,
8038,# speaker = Катя,,,,,,,,,,,,,,,,
8039,# sent = 691,,,,,,,,,,,,,,,,
8040,,Возможно,ВОЗМОЖНО,ADV -,,,   _Возможно_ ли добиться успехов,о,н,ж,о,м,з,ADV,ВОЗМОЖНО,ADV -,О
8041,,ли,ЛИ,PART,,,  Возможно _ли_ добиться успехов в,и,л,,,,,PART,ЛИ,PART,И
8042,,добиться,ДОБИТЬСЯ,V pf - - inf - -,,, Возможно ли _добиться_ успехов в баскетболе,я,с,ь,т,и,б,V,ДОБИТЬСЯ,V pf - - inf - -,Я
8043,,успехов,УСПЕХ,S m inan gen pl,,,Возможно ли добиться _успехов_ в баскетболе самому,в,о,х,е,п,с,S,УСПЕХ,S m inan gen pl,Х
8044,,в,В,PR,,,ли добиться успехов _в_ баскетболе самому ?,в,,,,,,PR,В,PR,В
8045,,баскетболе,БАСКЕТБОЛ,S m inan loc sg,,,добиться успехов в _баскетболе_ самому ? ,е,л,о,б,т,е,S,БАСКЕТБОЛ,S m inan loc sg,Л
8046,,самому,САМ,A - dat sg plen m -,,,успехов в баскетболе _самому_ ?  ,у,м,о,м,а,с,A,САМ,A - dat sg plen m -,М
8047,,?,?,PUNCT,,,,,,,,,,PUNCT,,,
8048,,,,,,,,,,,,,,,,,
8049,# sent = 692,,,,,,,,,,,,,,,,
8050,,Или,ИЛИ,CONJ,,,?   _Или_ для этого обязательно,и,л,и,,,,CONJ,ИЛИ,CONJ,И
8051,,для,ДЛЯ,PR,,,  Или _для_ этого обязательно нужен,я,л,д,,,,PR,ДЛЯ,PR,Я
8052,,этого,ЭТО,SPRO n - gen sg,,, Или для _этого_ обязательно нужен тренер,о,г,о,т,э,,SPRO,ЭТО,S n - gen sg,О
8053,,обязательно,ОБЯЗАТЕЛЬНО,ADV -,,,Или для этого _обязательно_ нужен тренер ?,о,н,ь,л,е,т,ADV,ОБЯЗАТЕЛЬНО,ADV -,О
8054,,нужен,НУЖНЫЙ,A - - sg brev m -,,,для этого обязательно _нужен_ тренер ? ,н,е,ж,у,н,,A,НУЖНЫЙ,A - - sg brev m -,Й
8055,,тренер,ТРЕНЕР,S m anim nom sg,,,этого обязательно нужен _тренер_ ?  ,р,е,н,е,р,т,S,ТРЕНЕР,S m anim nom sg,Р
8056,,?,?,PUNCT,,,,,,,,,,PUNCT,,,
8057,,,,,,,,,,,,,,,,,
8058,# sent = 693,,,,,,,,,,,,,,,,
8059,# speaker = Макс,,,,,,,,,,,,,,,,
8060,# sent = 694,,,,,,,,,,,,,,,,
8061,,Ну,НУ,PART,,,"   _Ну_ , кажый игрок",у,н,,,,,PART,НУ,PART,У
8062,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
8063,,кажый,КАЖДЫЙ,APRO - nom sg plen m -,distort,," Ну , _кажый_ игрок , когда",й,ы,ж,а,к,,APRO,КАЖЫЙ,NONLEX,Й
8064,,игрок,ИГРОК,S m anim nom sg,,,"Ну , кажый _игрок_ , когда приходит",к,о,р,г,и,,S,ИГРОК,S m anim nom sg,К
8065,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
8066,,когда,КОГДА,CONJ,,,"кажый игрок , _когда_ приходит на тренировки",а,д,г,о,к,,CONJ,КОГДА,CONJ,А
8067,,приходит,ПРИХОДИТЬ,V ipf praes sg indic - 3p,,,"игрок , когда _приходит_ на тренировки ,",т,и,д,о,х,и,V,ПРИХОДИТЬ,V ipf praes sg indic - 3p,Ь
8068,,на,НА,PR,,,", когда приходит _на_ тренировки , у",а,н,,,,,PR,НА,PR,А
8069,,тренировки,ТРЕНИРОВКА,S f inan gen sg,,,"когда приходит на _тренировки_ , у него",и,к,в,о,р,и,S,ТРЕНИРОВКА,S f inan gen sg,А
8070,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
8071,,у,У,PR,,,"на тренировки , _у_ него уже есть",у,,,,,,PR,У,PR,У
8072,,него,ОН,SPRO sg 3p m gen,,,"тренировки , у _него_ уже есть определённые",о,г,е,н,,,SPRO,ОН,SPRO sg 3p m acc,Н
8073,,уже,УЖЕ,ADV -,,,", у него _уже_ есть определённые навыки",е,ж,у,,,,ADV,УЖЕ,ADV -,Е
8074,,есть,БЫТЬ,V ipf praes pl indic - 3p,,,"у него уже _есть_ определённые навыки ,",ь,т,с,е,,,V,БЫТЬ,V ipf praes sg indic - 3p,Ь
8075,,определённые,ОПРЕДЕЛЕННЫЙ,A - acc pl plen - inan,,,"него уже есть _определённые_ навыки , умения",е,ы,н,н,ё,л,A,ОПРЕДЕЛЕННЫЙ,A - acc pl plen - inan,Й
8076,,навыки,НАВЫК,S m inan acc pl,,,"уже есть определённые _навыки_ , умения и",и,к,ы,в,а,н,S,НАВЫК,S m inan acc pl,К
8077,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
8078,,умения,УМЕНИЕ,S n inan gen sg,,,"определённые навыки , _умения_ и , эээ",я,и,н,е,м,у,S,УМЕНИЕ,S n inan gen sg,Е
8079,,и,И,CONJ,,,"навыки , умения _и_ , эээ .",и,,,,,,CONJ,И,CONJ,И
8080,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
8081,,эээ,ЭЭЭ,NONLEX,,,"умения и , _эээ_ .  ",э,э,э,,,,NONLEX,ЭЭЭ,NONLEX,Э
8082,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
8083,,,,,,,,,,,,,,,,,
8084,# sent = 695,,,,,,,,,,,,,,,,
8085,,Ну,НУ,PART,,,".   _Ну_ , Думаю ,",у,н,,,,,PART,НУ,PART,У
8086,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
